name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-329,NO,1,0,0,0,0,0,0
GENE-330,NO,1,73,88,79,82,64,65
GENE-331,NO,1,0,0,0,0,0,0
GENE-332,NO,1,0,0,0,0,0,0
GENE-334,NO,1,17,11,12,14,24,10
GENE-335,NO,1,7,12,8,5,15,5
GENE-336,NO,1,0,0,0,0,0,0
GENE-337,NO,1,0,0,0,0,0,0
GENE-338,NO,1,0,0,0,0,0,0
GENE-339,NO,1,0,0,0,0,0,0
GENE-340,NO,1,2,2,1,5,1,4
GENE-341,NO,1,274,263,301,361,191,240
GENE-342,NO,1,0,0,0,0,0,0
GENE-343,NO,1,1838,1951,1860,2330,2196,2047
GENE-344,NO,1,0,0,0,0,0,0
GENE-345,NO,1,20,44,23,31,26,24
GENE-346,NO,1,0,0,0,0,0,0
GENE-347,NO,1,47,45,47,56,52,39
GENE-348,NO,1,0,0,0,0,0,0
GENE-349,NO,1,0,0,0,0,0,0
GENE-350,NO,1,0,0,0,0,0,0
GENE-351,NO,1,0,0,0,0,0,0
GENE-352,NO,1,0,0,0,0,0,0
GENE-353,NO,1,11,16,15,16,8,16
GENE-354,NO,1,0,0,0,0,0,0
GENE-355,NO,1,0,0,0,0,0,0
GENE-356,YES,1,3,3,2,6,5,4
GENE-357,NO,1,0,0,0,0,0,0
GENE-358,NO,1,0,1,1,0,2,2
GENE-359,NO,1,36,54,30,37,36,48
GENE-360,NO,1,0,0,0,0,0,0
GENE-361,NO,1,0,0,0,0,0,0
GENE-362,NO,1,0,0,0,0,0,0
GENE-363,NO,1,858,1001,737,774,685,910
GENE-364,NO,1,0,0,0,0,1,0
GENE-365,NO,1,105,18,38,44,89,125
GENE-366,NO,1,0,0,0,0,0,0
GENE-367,NO,1,0,0,0,0,0,0
GENE-368,NO,1,0,0,0,0,0,1
GENE-369,NO,1,0,0,0,0,0,0
GENE-370,NO,1,0,0,2,1,0,1
GENE-371,NO,1,27,34,40,37,28,34
GENE-372,NO,1,0,0,0,0,0,0
GENE-373,NO,1,0,0,0,0,0,0
GENE-374,YES,1,0,0,0,0,0,0
GENE-375,NO,1,297,374,375,394,206,295
GENE-376,NO,1,179,124,163,129,164,169
GENE-377,NO,1,0,0,0,0,0,0
GENE-378,NO,1,1046,1331,1180,717,803,1126
GENE-379,NO,1,101,116,76,96,289,187
GENE-380,NO,1,0,0,0,0,0,0
GENE-381,NO,1,0,0,0,0,0,0
GENE-382,NO,1,553,842,718,715,533,1004
GENE-383,NO,1,15,20,19,16,13,14
GENE-385,NO,1,20,26,24,25,17,20
GENE-386,NO,1,747,602,560,584,685,522
GENE-387,NO,1,0,0,0,0,0,0
GENE-388,NO,1,0,0,0,0,0,0
GENE-389,NO,1,12,10,14,7,16,13
GENE-390,NO,1,1371,673,676,1003,756,931
GENE-391,NO,1,65,41,64,60,79,48
GENE-392,NO,1,0,0,0,0,0,0
GENE-393,NO,1,0,0,0,0,0,0
GENE-394,NO,1,33,18,27,14,36,26
GENE-395,NO,1,0,0,0,0,0,0
GENE-396,NO,1,0,0,0,0,0,0
GENE-397,NO,1,0,0,0,0,0,0
GENE-398,NO,1,123,118,161,160,149,186
GENE-399,NO,1,5,1,1,3,4,1
GENE-400,NO,1,9,7,9,3,5,9
GENE-401,NO,1,0,0,0,0,0,0
GENE-402,NO,1,0,0,0,0,0,0
GENE-403,NO,1,42,53,45,36,26,35
GENE-404,NO,1,3,15,14,15,16,10
GENE-405,NO,1,0,0,0,0,0,0
GENE-406,NO,1,0,0,0,0,0,0
GENE-407,NO,1,0,0,0,0,0,0
GENE-408,NO,1,0,0,0,0,0,0
GENE-409,NO,1,451,538,409,357,472,355
GENE-410,NO,1,1264,1387,1248,1158,1311,1596
GENE-412,NO,1,319,365,315,297,318,356
GENE-413,NO,1,0,0,0,0,0,0
GENE-414,NO,1,0,0,0,0,0,0
GENE-415,NO,1,1,0,1,0,1,0
GENE-416,NO,1,15,16,11,16,12,8
GENE-417,NO,1,0,0,0,0,0,0
GENE-418,NO,1,0,0,0,0,0,0
GENE-419,NO,1,0,0,0,0,0,0
GENE-420,NO,1,0,0,1,0,2,0
GENE-421,NO,1,0,0,0,0,0,0
GENE-422,NO,1,2,2,1,0,2,0
GENE-423,NO,1,1569,1704,1321,1574,1564,1398
GENE-424,NO,1,0,0,0,0,0,0
GENE-425,NO,1,0,0,0,0,0,0
GENE-426,NO,1,57,70,71,77,60,46
GENE-427,YES,1,0,0,0,0,0,0
GENE-428,NO,1,0,0,0,0,0,0
GENE-429,NO,1,0,0,0,0,0,0
GENE-430,NO,1,0,0,0,1,1,1
GENE-431,NO,1,0,0,0,0,0,0
GENE-433,NO,1,0,0,0,0,0,0
GENE-434,NO,1,0,0,0,0,0,0
GENE-435,NO,1,0,0,0,0,0,0
GENE-436,YES,1,0,0,0,0,0,0
GENE-437,NO,1,0,0,0,0,0,0
GENE-438,NO,1,0,0,0,0,0,0
GENE-439,NO,1,0,0,0,0,0,0
GENE-440,NO,1,0,0,0,0,0,0
GENE-441,NO,1,0,0,0,0,0,0
GENE-442,NO,1,0,0,0,0,0,0
GENE-443,NO,1,0,0,0,0,0,0
GENE-444,NO,1,0,0,0,0,0,0
GENE-445,NO,1,0,0,0,0,0,0
GENE-446,NO,1,0,0,0,0,0,0
GENE-447,NO,1,0,0,0,0,0,0
GENE-448,NO,1,149,143,147,150,158,165
GENE-449,NO,1,0,0,0,0,0,0
GENE-450,NO,1,0,0,0,0,0,0
GENE-451,NO,1,0,0,0,0,0,0
GENE-452,NO,1,0,0,0,0,0,0
GENE-453,NO,1,0,0,0,0,0,0
GENE-454,NO,1,0,0,0,0,0,0
GENE-455,NO,1,0,0,0,0,0,0
GENE-456,NO,1,0,0,0,0,0,0
GENE-457,NO,1,0,0,0,0,0,0
GENE-458,NO,1,0,0,0,0,0,0
GENE-459,NO,1,0,0,0,0,0,0
GENE-460,NO,1,0,0,0,0,0,0
GENE-461,NO,1,0,0,0,0,0,0
GENE-463,NO,1,0,0,0,0,0,0
GENE-464,NO,1,532,447,823,697,746,281
GENE-465,NO,1,0,0,0,0,0,0
GENE-466,NO,1,0,0,0,0,0,0
GENE-467,NO,1,12,21,13,16,13,13
GENE-468,NO,1,0,0,0,0,0,0
GENE-469,YES,1,0,0,0,0,0,0
GENE-470,NO,1,0,0,0,0,0,0
GENE-471,NO,1,0,0,0,0,0,0
GENE-472,NO,1,494,563,363,569,463,341
GENE-473,NO,1,26,22,31,20,35,44
GENE-474,NO,1,0,0,0,0,0,0
GENE-475,NO,1,66,141,98,94,82,102
GENE-476,NO,1,1619,1369,2264,1952,1651,1745
GENE-477,NO,1,0,0,0,0,0,0
GENE-478,NO,1,373,279,454,267,350,321
GENE-479,NO,1,0,0,0,0,0,0
GENE-480,NO,1,0,0,0,0,0,0
GENE-481,NO,1,180,172,228,208,217,227
GENE-482,NO,1,35,32,50,27,34,13
GENE-483,NO,1,9,10,11,8,18,9
GENE-484,YES,1,3,3,6,5,2,9
GENE-485,NO,1,100,105,117,119,107,97
GENE-486,NO,1,0,0,0,0,0,0
GENE-487,NO,1,41,45,31,20,44,30
GENE-488,NO,1,187,235,133,170,159,206
GENE-490,NO,1,0,0,0,0,0,0
GENE-491,NO,1,39,26,30,28,34,36
GENE-492,NO,1,0,0,0,0,1,0
GENE-493,NO,1,325,292,251,204,194,243
GENE-494,NO,1,0,0,0,0,0,0
GENE-495,NO,1,0,0,0,0,0,0
GENE-496,NO,1,31,26,32,33,34,29
GENE-498,NO,1,0,0,0,0,0,0
GENE-499,YES,1,0,0,0,0,0,0
GENE-500,NO,1,0,0,0,0,0,0
GENE-501,NO,1,18,17,13,29,20,35
GENE-502,NO,1,0,0,0,0,0,0
GENE-503,NO,1,0,0,0,0,0,0
GENE-504,NO,1,0,0,0,0,0,0
GENE-505,NO,1,0,0,0,0,0,0
GENE-506,NO,1,0,0,0,0,0,0
GENE-507,NO,1,0,0,0,0,0,0
GENE-508,NO,1,19,10,10,9,10,7
GENE-509,NO,1,19,18,18,7,9,11
GENE-510,NO,1,0,0,0,0,0,0
GENE-511,NO,1,12,17,12,13,12,12
GENE-512,NO,1,0,0,0,0,0,0
GENE-513,NO,1,0,0,0,0,0,0
GENE-514,NO,1,72,77,76,48,67,61
GENE-515,NO,1,37,5,2,292,148,0
GENE-516,YES,1,0,0,0,0,0,0
GENE-517,NO,1,0,0,0,0,0,0
GENE-518,NO,1,1,1,0,0,0,0
GENE-519,NO,1,0,0,0,0,0,0
GENE-520,NO,1,0,0,0,0,0,0
GENE-521,NO,1,0,0,0,0,0,0
GENE-522,NO,1,232,199,191,215,232,246
GENE-523,NO,1,0,0,0,0,0,0
GENE-524,NO,1,0,0,0,0,0,0
GENE-525,NO,1,18,13,21,16,19,11
GENE-526,NO,1,0,0,0,0,0,0
GENE-527,NO,1,0,0,0,1,0,0
GENE-528,NO,1,0,0,0,0,0,0
GENE-529,NO,1,0,0,0,0,0,0
GENE-530,NO,1,0,0,0,0,0,0
GENE-531,NO,1,0,0,0,0,0,0
GENE-532,NO,1,0,0,0,0,0,0
GENE-533,NO,1,15,13,19,20,18,14
GENE-534,NO,1,0,0,0,0,0,0
GENE-535,NO,1,0,0,0,0,0,0
GENE-536,NO,1,454,8,3,6,0,9
GENE-537,NO,1,0,0,0,0,0,0
GENE-538,NO,1,0,0,0,0,0,0
GENE-539,NO,1,0,0,0,0,0,0
GENE-540,NO,1,0,0,0,0,0,0
GENE-541,NO,1,44,42,67,48,41,49
GENE-542,NO,1,2,1,0,2,0,0
GENE-543,NO,1,0,0,0,0,0,0
GENE-544,NO,1,11,15,10,23,5,15
GENE-545,NO,1,0,0,0,0,0,0
GENE-546,NO,1,0,0,0,0,0,0
GENE-547,NO,1,50,54,76,70,83,70
GENE-548,NO,1,3,1,2,4,4,2
GENE-549,NO,1,0,0,0,0,0,0
GENE-551,NO,1,86,79,71,117,77,103
GENE-552,NO,1,0,0,0,0,0,0
GENE-553,NO,1,0,0,0,0,0,0
GENE-554,NO,1,0,0,0,0,0,0
GENE-555,NO,1,2,3,1,4,2,1
GENE-556,NO,1,0,0,0,0,0,0
GENE-557,NO,1,0,0,0,0,0,0
GENE-558,NO,1,0,0,0,0,0,0
GENE-559,YES,1,0,0,0,0,0,0
GENE-560,NO,1,0,0,0,0,0,0
GENE-561,NO,1,0,0,0,0,0,0
GENE-562,NO,1,0,5,0,2,0,1
GENE-563,NO,1,3,1,0,1,1,1
GENE-564,NO,1,0,0,0,0,0,0
GENE-565,NO,1,0,0,0,0,0,0
GENE-566,NO,1,20,64,100,31,97,129
GENE-567,NO,1,0,0,0,0,0,0
GENE-568,NO,1,844,855,815,858,818,714
GENE-569,NO,1,0,0,0,0,0,0
GENE-570,NO,1,5,3,6,9,4,8
GENE-571,NO,1,0,0,0,0,0,0
GENE-572,NO,1,0,0,0,0,0,0
GENE-573,YES,1,4,4,3,1,2,0
GENE-575,NO,1,110,169,116,327,397,352
GENE-576,NO,1,2063,2155,2490,1882,1825,2270
GENE-577,NO,1,0,0,0,0,0,0
GENE-578,NO,1,33,61,32,36,38,58
GENE-579,NO,1,5,8,16,8,13,9
GENE-580,NO,1,0,0,0,0,0,0
GENE-581,NO,1,0,0,0,0,0,0
GENE-582,NO,1,17,23,34,22,16,14
GENE-583,NO,1,0,0,0,0,0,0
GENE-584,NO,1,0,0,0,0,0,0
GENE-585,NO,1,0,0,0,0,0,0
GENE-586,NO,1,80,91,95,79,67,64
GENE-587,NO,1,1,0,0,0,0,0
GENE-588,NO,1,135,153,184,130,96,187
GENE-589,NO,1,4,11,848,509,158,142
GENE-590,NO,1,0,0,0,0,0,0
GENE-591,NO,1,0,0,0,0,0,0
GENE-592,NO,1,113,218,240,356,207,268
GENE-593,NO,1,0,0,0,0,0,0
GENE-594,NO,1,289,272,205,208,217,152
GENE-595,NO,1,0,0,0,0,0,0
GENE-596,NO,1,0,0,0,0,0,0
GENE-597,NO,1,0,0,0,0,0,0
GENE-598,NO,1,0,0,0,0,0,0
GENE-599,NO,1,0,0,0,0,0,0
GENE-600,NO,1,0,0,0,0,0,0
GENE-601,NO,1,393,360,343,282,380,242
GENE-602,NO,1,3,2,3,5,4,3
GENE-603,NO,1,0,0,0,0,0,0
GENE-604,NO,1,0,0,0,0,0,0
GENE-605,NO,1,10,5,8,12,16,13
GENE-606,NO,1,0,0,0,0,0,0
GENE-607,YES,1,0,0,0,0,0,0
GENE-608,NO,1,0,0,0,0,0,0
GENE-609,NO,1,0,0,0,0,0,0
GENE-610,NO,1,2,0,0,3,5,0
GENE-611,NO,1,4,5,6,2,6,2
GENE-612,NO,1,0,0,0,0,0,0
GENE-613,NO,1,2,4,4,2,6,6
GENE-614,NO,1,3,2,1,3,2,3
GENE-615,NO,1,0,0,0,0,0,0
GENE-617,NO,1,43,36,48,38,49,35
GENE-618,NO,1,18,16,23,18,13,14
GENE-619,NO,1,0,0,0,0,0,0
GENE-620,YES,1,0,0,0,0,0,0
GENE-621,YES,1,0,0,0,0,0,0
GENE-622,NO,1,0,0,0,0,0,0
GENE-623,NO,1,0,0,0,0,0,0
GENE-625,NO,1,0,0,0,0,0,0
GENE-626,NO,1,0,0,0,0,0,0
GENE-627,NO,1,0,0,0,0,0,0
GENE-628,NO,1,21,17,32,31,39,19
GENE-629,NO,1,0,0,0,0,0,0
GENE-630,NO,1,0,0,0,0,0,0
GENE-631,NO,1,0,0,0,0,0,0
GENE-632,NO,1,4,5,3,1,9,0
GENE-633,NO,1,0,0,0,0,0,0
GENE-634,NO,1,0,0,0,0,0,0
GENE-635,NO,1,110,117,128,89,118,107
GENE-636,NO,1,6,15,20,24,14,18
GENE-637,NO,1,0,0,0,0,0,0
GENE-638,NO,1,0,0,0,0,0,0
GENE-639,NO,1,6,13,11,3,7,10
GENE-640,NO,1,0,0,0,0,0,0
GENE-641,NO,1,0,0,0,0,0,0
GENE-642,NO,1,0,1,0,0,1,0
GENE-643,NO,1,0,0,0,0,0,0
GENE-644,NO,1,0,0,0,0,0,0
GENE-645,NO,1,0,0,0,0,0,0
GENE-646,NO,1,0,0,0,0,0,0
GENE-647,NO,1,538,611,890,498,543,611
GENE-648,NO,1,1,2,0,0,0,1
GENE-649,NO,1,678,615,546,593,567,685
GENE-650,NO,1,0,0,0,0,0,0
GENE-651,NO,1,0,0,0,0,0,0
GENE-652,NO,1,340,289,303,262,276,215
GENE-653,NO,1,62,44,46,57,44,82
GENE-654,NO,1,0,0,0,0,0,0
GENE-655,NO,1,0,0,0,0,0,0
GENE-656,NO,1,97,160,140,106,79,95
GENE-657,NO,1,0,0,0,0,0,0
GENE-658,NO,1,280,304,292,274,323,327
GENE-659,NO,1,1097,971,1309,1463,1316,989
GENE-660,NO,1,0,0,0,0,0,0
GENE-661,NO,1,0,0,0,0,0,0
GENE-662,NO,1,0,0,0,0,0,0
GENE-663,NO,1,101,94,113,101,124,119
GENE-664,NO,1,0,0,0,0,0,0
GENE-665,NO,1,0,0,0,0,0,0
GENE-666,NO,1,0,0,0,0,0,0
GENE-667,NO,1,0,0,0,0,0,0
GENE-668,NO,1,0,0,0,0,0,0
GENE-669,NO,1,549,390,366,523,429,425
GENE-670,NO,1,0,0,0,0,0,0
GENE-671,NO,1,0,0,0,0,0,0
GENE-672,NO,1,5,15,9,12,11,14
GENE-673,NO,1,0,0,0,0,0,0
GENE-674,NO,1,0,0,0,0,0,0
GENE-675,NO,1,0,0,0,0,0,0
GENE-676,NO,1,0,0,0,0,0,0
GENE-677,NO,1,0,0,0,0,0,0
GENE-678,NO,1,0,0,0,0,0,0
GENE-679,NO,1,32,36,35,12,30,58
GENE-680,NO,1,252,915,449,506,633,968
GENE-681,NO,1,0,0,0,0,0,0
GENE-682,NO,1,34,56,60,28,41,22
GENE-683,NO,1,8,8,9,7,3,3
GENE-684,NO,1,2,1,1,1,1,1
GENE-685,NO,1,0,0,1,0,2,0
GENE-686,NO,1,0,0,0,0,0,0
GENE-687,NO,1,0,0,0,0,0,0
GENE-688,NO,1,0,0,0,0,0,0
GENE-689,NO,1,0,0,0,0,0,0
GENE-690,NO,1,0,0,0,0,0,0
GENE-691,NO,1,12,34,36,32,36,29
GENE-692,NO,1,0,0,0,0,0,0
GENE-693,NO,1,158,145,148,140,102,138
GENE-694,NO,1,3,0,4,7,2,6
GENE-695,NO,1,456,739,425,403,206,273
GENE-696,NO,1,0,0,0,0,0,0
GENE-697,NO,1,0,0,0,0,0,0
GENE-698,NO,1,0,0,0,0,0,0
GENE-699,NO,1,1,0,0,1,1,2
GENE-700,NO,1,0,0,0,0,0,0
GENE-701,NO,1,0,0,0,0,0,0
GENE-702,NO,1,166,146,202,234,113,225
GENE-703,NO,1,0,0,0,0,0,0
GENE-704,NO,1,0,0,0,0,0,0
GENE-705,NO,1,0,0,0,0,0,0
GENE-706,NO,1,1,0,1,0,1,1
GENE-707,NO,1,109,58,226,130,211,173
GENE-708,NO,1,77,62,57,60,105,85
GENE-709,NO,1,260,250,245,262,356,182
GENE-710,NO,1,0,0,0,0,0,0
GENE-711,NO,1,0,0,0,0,0,0
GENE-712,NO,1,0,0,0,0,0,0
GENE-713,NO,1,0,0,0,0,0,0
GENE-714,NO,1,23,31,28,18,15,25
GENE-715,NO,1,0,0,0,0,0,0
GENE-716,NO,1,0,0,0,0,0,0
GENE-717,YES,1,0,0,0,0,0,0
GENE-718,NO,1,188,140,175,196,163,167
GENE-719,NO,1,33,45,39,43,36,24
GENE-720,NO,1,0,0,0,0,0,0
GENE-721,NO,1,0,0,0,1,0,0
GENE-722,NO,1,41,43,60,53,54,16
GENE-723,NO,1,0,0,0,0,0,0
GENE-724,NO,1,0,0,0,0,0,0
GENE-725,NO,1,0,0,0,0,0,0
GENE-726,NO,1,0,0,0,0,0,0
GENE-727,NO,1,1225,1015,1618,1332,1789,928
GENE-728,NO,1,0,0,0,0,0,0
GENE-729,NO,1,0,0,0,0,0,0
GENE-730,NO,1,0,0,0,0,0,0
GENE-731,NO,1,0,0,0,0,0,0
GENE-732,NO,1,41,43,41,20,49,37
GENE-733,NO,1,181,181,164,180,210,228
GENE-734,NO,1,29,22,34,21,18,22
GENE-735,NO,1,0,0,0,0,0,0
GENE-736,NO,1,0,0,0,0,0,0
GENE-737,NO,1,1,1,0,1,1,1
GENE-738,YES,1,3,1,3,0,4,1
GENE-739,NO,1,0,0,0,0,0,0
GENE-740,YES,1,0,0,0,0,0,0
GENE-741,NO,1,0,0,0,0,0,0
GENE-742,NO,1,83,113,175,209,131,247
GENE-743,NO,1,140,144,147,130,169,130
GENE-744,NO,1,86,177,127,132,160,119
GENE-745,NO,1,1305,1315,664,906,706,879
GENE-746,NO,1,0,0,0,0,0,0
GENE-747,NO,1,3,3,2,3,1,6
GENE-748,NO,1,59,50,52,51,37,53
GENE-749,NO,1,0,0,0,0,0,0
GENE-750,NO,1,60,53,58,48,64,74
GENE-751,NO,1,0,0,0,0,0,0
GENE-752,NO,1,0,0,0,0,0,0
GENE-753,NO,1,0,0,0,0,0,0
GENE-754,NO,1,0,0,0,0,0,0
GENE-755,NO,1,0,0,0,0,0,0
GENE-756,NO,1,222,198,263,175,168,187
GENE-757,NO,1,0,0,0,0,0,0
GENE-758,NO,1,0,0,0,0,0,0
GENE-759,NO,1,164,115,24,71,136,164
GENE-761,NO,1,0,0,0,0,0,0
GENE-762,NO,1,0,0,0,0,0,0
GENE-763,NO,1,0,0,0,0,0,0
GENE-764,NO,1,0,0,0,0,0,0
GENE-765,NO,1,0,0,0,0,0,0
GENE-766,NO,1,0,0,0,0,0,0
GENE-767,NO,1,0,0,0,0,0,0
GENE-768,NO,1,0,0,0,0,0,0
GENE-769,NO,1,131,79,171,127,112,130
GENE-770,NO,1,0,0,0,0,0,0
GENE-771,NO,1,246,263,253,317,265,293
GENE-772,NO,1,0,0,0,0,0,0
GENE-773,NO,1,0,1,0,3,1,1
GENE-774,NO,1,0,0,0,0,0,1
GENE-775,NO,1,88,88,84,67,95,81
GENE-776,NO,1,0,0,0,0,0,0
GENE-777,YES,1,0,0,0,0,0,0
GENE-778,NO,1,0,0,0,0,0,0
GENE-779,NO,1,22,37,27,39,38,32
GENE-780,NO,1,0,0,0,0,0,0
GENE-781,NO,1,0,0,0,0,0,0
GENE-782,NO,1,0,0,0,0,0,0
GENE-783,YES,1,0,0,0,0,0,0
GENE-784,NO,1,108,79,107,88,103,88
GENE-785,NO,1,113,224,200,176,171,227
GENE-786,NO,1,39,52,51,38,34,59
GENE-787,NO,1,0,0,0,0,1,0
GENE-788,NO,1,0,0,0,0,0,0
GENE-789,NO,1,0,0,0,0,0,0
GENE-790,NO,1,0,0,0,0,0,0
GENE-791,NO,1,0,0,0,0,0,0
GENE-792,NO,1,2,3,2,1,0,3
GENE-793,NO,1,0,0,0,0,0,0
GENE-794,NO,1,0,0,0,0,0,0
GENE-795,NO,1,0,0,0,0,0,0
GENE-796,NO,1,0,0,0,0,0,0
GENE-797,NO,1,0,0,0,0,0,0
GENE-798,NO,1,0,0,0,0,0,0
GENE-799,NO,1,0,0,0,0,0,0
GENE-800,YES,1,0,0,0,0,0,0
GENE-801,NO,1,0,0,0,0,0,0
GENE-802,NO,1,0,0,0,0,0,0
GENE-803,NO,1,3,0,0,0,0,1
GENE-804,NO,1,11,15,7,7,9,13
GENE-805,NO,1,0,0,0,0,0,0
GENE-806,NO,1,1,0,0,1,0,0
GENE-807,NO,1,0,0,0,0,0,0
GENE-808,NO,1,40,16,13,26,19,20
GENE-809,NO,1,0,0,0,0,0,0
GENE-810,NO,1,0,0,0,0,0,0
GENE-811,NO,1,1,2,0,2,0,1
GENE-812,NO,1,211,159,158,190,151,174
GENE-813,NO,1,0,0,0,0,0,0
GENE-814,NO,1,530,478,389,421,454,379
GENE-815,NO,1,115,102,148,206,239,165
GENE-816,NO,1,2004,1453,1870,1754,1513,1629
GENE-817,NO,1,86,188,116,151,83,111
GENE-818,NO,1,0,0,0,0,0,0
GENE-819,NO,1,1008,1283,991,1574,1177,764
GENE-820,NO,1,0,0,0,0,0,0
GENE-821,NO,1,0,0,0,0,0,0
GENE-822,NO,1,0,0,1,1,0,1
GENE-824,NO,1,0,0,0,0,0,0
GENE-825,NO,1,0,1,0,0,1,1
GENE-826,NO,1,0,0,0,0,0,0
GENE-827,NO,1,83,252,71,287,28,409
GENE-828,NO,1,547,575,732,747,572,652
GENE-829,NO,1,0,0,0,0,0,0
GENE-830,NO,1,13,9,13,6,9,13
GENE-831,NO,1,0,0,0,0,0,0
GENE-832,NO,1,0,1,1,3,1,0
GENE-833,NO,1,0,0,0,0,0,0
GENE-834,NO,1,35,7,13,18,11,13
GENE-835,NO,1,0,0,0,0,0,0
GENE-836,YES,1,0,0,0,0,0,0
GENE-837,YES,1,0,0,0,0,0,0
GENE-838,NO,1,398,305,323,303,259,284
GENE-839,NO,1,1666,1502,1839,2691,2072,2380
GENE-840,NO,1,1,5,1,2,1,8
GENE-842,NO,1,0,0,0,0,0,0
GENE-843,NO,1,0,0,0,0,0,0
GENE-844,NO,1,174,109,209,126,185,172
GENE-845,NO,1,0,0,0,0,0,0
GENE-846,NO,1,0,0,0,0,0,0
GENE-847,NO,1,0,0,0,0,0,0
GENE-848,NO,1,0,0,0,0,0,0
GENE-849,YES,1,0,0,0,0,0,0
GENE-850,NO,1,0,0,0,0,0,0
GENE-851,NO,1,0,0,0,0,0,0
GENE-852,NO,1,0,0,0,0,1,0
GENE-853,NO,1,0,0,0,0,0,0
GENE-854,NO,1,0,0,0,0,0,0
GENE-855,NO,1,0,0,0,0,0,0
GENE-857,NO,1,55,60,55,52,55,69
GENE-858,NO,1,49,65,53,62,41,47
GENE-859,NO,1,4,11,12,7,6,9
GENE-860,NO,1,0,0,0,0,0,0
GENE-861,NO,1,0,0,0,0,0,0
GENE-862,NO,1,4,3,2,2,4,0
GENE-863,YES,1,0,0,0,0,0,0
GENE-864,NO,1,0,0,0,0,0,0
GENE-865,NO,1,0,0,0,0,0,0
GENE-866,NO,1,0,0,0,0,0,0
GENE-867,NO,1,0,0,0,0,0,0
GENE-868,NO,1,3,5,3,5,1,3
GENE-869,NO,1,0,0,0,0,0,0
GENE-870,NO,1,55,92,46,132,64,72
GENE-871,NO,1,0,0,0,0,0,0
GENE-872,NO,1,0,0,0,0,0,0
GENE-873,NO,1,0,0,0,0,0,0
GENE-874,NO,1,141,99,150,132,138,120
GENE-875,NO,1,0,0,0,0,1,0
GENE-876,NO,1,241,201,242,251,262,207
GENE-877,NO,1,97,124,124,117,127,101
GENE-878,NO,1,60,73,39,55,52,69
GENE-879,NO,1,0,0,0,0,0,0
GENE-880,NO,1,0,0,0,0,0,0
GENE-881,NO,1,13,19,19,24,33,21
GENE-882,NO,1,0,0,0,0,0,0
GENE-883,NO,1,8,8,9,16,23,18
GENE-884,NO,1,0,0,0,0,0,0
GENE-885,NO,1,36,52,42,64,37,50
GENE-886,NO,1,45,41,46,44,50,40
GENE-887,NO,1,0,0,0,0,0,0
GENE-888,NO,1,0,0,0,0,0,0
GENE-889,NO,1,0,0,0,0,0,0
GENE-890,NO,1,0,0,0,0,0,0
GENE-891,NO,1,0,0,0,0,0,0
GENE-892,NO,1,0,0,0,0,0,0
GENE-893,NO,1,277,277,320,254,295,378
GENE-894,YES,1,0,0,0,0,0,0
GENE-895,NO,1,0,0,0,0,0,0
GENE-896,NO,1,0,0,0,0,0,0
GENE-897,NO,1,0,0,0,0,0,0
GENE-898,NO,1,0,0,0,0,0,0
GENE-899,NO,1,0,0,0,0,0,0
GENE-900,NO,1,0,0,0,0,0,0
GENE-901,NO,1,0,0,0,0,0,0
GENE-902,NO,1,1981,2408,2277,2592,2384,3308
GENE-903,NO,1,0,0,0,0,0,0
GENE-904,NO,1,0,0,0,0,0,0
GENE-905,YES,1,4,5,3,6,2,4
GENE-906,NO,1,0,0,0,0,0,0
GENE-907,NO,1,0,0,0,0,0,0
GENE-908,NO,1,0,0,0,0,0,0
GENE-909,NO,1,0,0,0,0,0,0
GENE-910,NO,1,0,0,1,0,0,1
GENE-911,NO,1,203,216,226,223,199,229
GENE-912,NO,1,0,0,0,0,0,0
GENE-913,NO,1,0,0,0,0,0,0
GENE-914,NO,1,4905,4333,4164,4717,4005,4322
GENE-915,YES,1,0,0,0,0,0,0
GENE-916,NO,1,6,6,4,8,8,2
GENE-917,NO,1,7,14,16,11,14,8
GENE-918,NO,1,0,0,0,0,0,0
GENE-919,NO,1,0,0,0,0,0,0
GENE-920,NO,1,0,0,0,0,0,0
GENE-921,NO,1,0,0,0,0,0,0
GENE-922,NO,1,258,221,238,290,251,253
GENE-923,NO,1,0,1,0,0,0,1
GENE-924,NO,1,0,1,0,0,0,0
GENE-925,NO,1,0,0,0,0,0,0
GENE-926,NO,1,0,0,0,0,0,0
GENE-927,NO,1,0,0,0,0,0,0
GENE-928,YES,1,0,0,0,0,0,0
GENE-929,NO,1,0,0,0,0,0,0
GENE-930,NO,1,0,0,0,0,0,0
GENE-931,NO,1,0,0,0,0,0,0
GENE-933,NO,1,0,0,0,0,0,0
GENE-934,NO,1,0,0,0,0,0,0
GENE-935,NO,1,0,0,0,0,0,0
GENE-936,NO,1,168,200,144,115,165,102
GENE-937,NO,1,0,0,0,0,0,0
GENE-938,NO,1,0,0,0,0,0,0
GENE-939,NO,1,0,0,0,0,0,0
GENE-940,NO,1,76,62,54,65,44,49
GENE-941,NO,1,51,43,65,72,55,59
GENE-943,NO,1,0,0,0,0,0,0
GENE-944,NO,1,0,0,0,0,0,0
GENE-945,NO,1,0,0,0,0,0,0
GENE-946,NO,1,2370,2447,1984,2235,2418,2154
GENE-947,NO,1,0,0,0,0,0,0
GENE-948,NO,1,0,1,0,0,0,0
